,names_all,name_index,match,Cluster
92,A S International,92,"[795, 7811, 3211, 4187, 6833, 16555, 404, 1723, 8042, 5819, 3701, 9287, 17069, 5940, 3061, 798, 8129, 1046, 4337, 9981, 17741, 10554, 15549, 2799, 4390, 15491, 8153, 13542, 9578, 12347, 7932, 5825, 8174, 3338, 863, 5291, 3738, 6641, 9944, 13391, 12065, 16982, 12408, 922, 15579, 6060, 9286, 14368, 17803, 1257, 8139, 2042, 1298, 4360, 11944, 2708, 15344, 8188, 11026, 6170, 4929, 9779, 14418, 5249, 14921, 6031, 16232, 17046, 14018, 3158, 5971, 2219, 2502, 11874, 4080, 12209, 4474, 14254, 1713, 8472, 16434, 15265, 3006, 17131, 17393, 15785, 5625, 14131, 3511, 13292, 8731, 11350, 16336, 6195, 8693, 6746, 6056, 10900, 12900, 12164, 11519, 12735, 16931, 11742, 11212, 5687, 4620, 7128, 4815, 16167, 8199, 10857, 2899, 2826, 2559, 12263, 12168, 5851, 4697, 15029, 10548, 10519, 244, 4042, 14359, 8314, 15016, 1384, 12063, 17793, 4232, 6712, 14891, 3761, 9810, 12791, 1876, 14395, 8341, 6271, 10568, 12868, 3877, 16836, 4618, 16367, 9897, 1002, 14481, 14201, 7559, 14995, 11632, 629, 15230, 13207, 12267, 6484, 2582, 480, 5746, 9280, 8878, 11096, 4264, 4677, 13043, 10011, 10509, 12700, 14749, 17412, 14401, 10133, 3516, 17825, 7626, 10355, 2414, 13547, 16671, 4549, 5044, 2836, 3585, 9856, 9755, 7371, 3303, 4362, 12283, 15215, 4290, 12394, 14723, 14841, 12672, 9984, 13952, 6584, 16882, 13485, 4318, 16401, 974, 17645, 15092, 14303, 16122, 2296, 15377, 16823, 7965, 4687, 10222, 2087, 2643, 4101, 15237, 2898, 11875, 5996, 17380, 2518, 12272, 7027, 15417, 2815, 7906, 17443, 7297, 4441, 9814, 10229, 8331, 8703, 14893, 14728, 2626, 6733, 15114, 5688, 8035, 17798, 3904, 594, 5672, 5662, 8324, 4281, 5467, 17780, 10982, 4642, 2118, 14072, 713, 6051, 16726, 11728, 17409, 2501, 4849, 11276, 9011, 4869, 4170, 10858, 12605, 16917, 8503, 7920, 3305, 17834, 15540, 596, 1701, 5614, 4181, 1571, 17068, 3733, 12373, 7228, 2859, 2977, 9283, 5483, 7131, 1484, 9651, 10808, 5313, 10219, 2862, 4867, 12062, 13366, 4236, 7053, 10643, 7529, 16217, 9732, 1832, 12134, 6803, 390, 7505, 9839, 4554, 475, 1405, 8918, 615, 4132, 17808, 6726, 4309, 12324, 4061, 10007, 10574, 16707, 11205, 15289, 6599, 15001, 2299, 4307, 1800, 4456, 17626, 7104, 3155, 4330, 5636, 7698, 10356, 5561, 4974, 4205, 5229, 2609, 10731, 6697, 3941, 16179, 16684, 13321, 16396, 17352, 3673, 9358, 676, 13099, 5042, 3205, 6676, 14999, 8702, 10195, 3598, 11746, 1071, 8464, 8855, 7467, 8460, 12520, 5944, 8839, 16263, 4175, 13462, 15886, 12625, 2665, 9687, 15617, 1311, 15988, 5567, 5382, 14694, 5308, 580, 1287, 8622, 4271, 7404, 11985, 15676, 7487, 11870, 5632, 17465, 12391, 4617, 12993, 3827, 15394, 2916, 1316, 9587, 9425, 6068, 10077, 9699, 11355, 14350, 10811, 4486, 7921, 17350, 2740, 5930, 6912, 7561, 4256, 17514, 4831, 2694, 11673, 12293, 11790, 3749, 10972, 13205, 16634, 1781, 5496, 9021, 9566, 14949, 12068, 4609, 7120, 9201, 6977, 13083, 17531, 3255, 15192, 14489, 15759, 13359, 1862, 8200, 16169, 14851, 9147, 16981, 2514, 2620, 14087, 4241, 10033, 931, 13518, 12334, 14077, 14273, 13519, 4213, 16399, 7326, 2357, 12582, 7809, 12388, 10389, 10950, 17600, 7509, 13126, 864, 14441, 11800, 5289, 12576, 15089, 4900, 5648, 1619, 12301, 10618, 1879, 13639, 12754, 6181, 11962, 6319, 6453, 16947, 6041, 10048, 12142, 13750, 16390, 15061, 12482, 10368, 586, 17036, 14432, 4062, 13177, 1793, 6669, 5440, 14801, 9747, 5565, 3368, 14430, 2934, 16825, 15099, 17186, 12554, 16280, 15685, 11872, 12501, 12377, 7232, 11646, 9826, 3999, 12121, 9660, 3861, 6896, 17837, 1454, 2832, 11506, 12342, 8353, 17742, 5847, 5579, 14976, 13409, 12372, 17408, 15011, 9612, 8215, 3446, 10490, 14275, 4472, 5832, 14889, 4685, 13748, 17782, 13511, 15603, 1210, 10136, 12258, 12677, 13895, 11235, 17266, 3834, 16819, 1754, 16382, 10459, 3513, 1595, 12983, 7361, 12104, 10807, 5360, 16215, 17459, 7575, 3066, 11083, 14333, 5002, 13208, 6384, 6624, 14572, 16269, 3085, 6125, 14450, 12719, 2215, 4329, 3374, 6816, 11622, 1960, 6317, 13285, 15379, 4825, 13107, 3918, 23, 13575, 3863, 16904, 12708, 7299, 15844, 15755, 15191, 16126, 1866, 15893, 13414, 640, 2915, 7609, 7971, 6049, 5741, 6614, 10092, 13400, 11252, 12154, 12124, 1498, 2646, 6108, 7595, 7884, 16519, 9314, 10461, 12073, 616, 8398, 3277, 13389, 17758, 10138, 497, 7407, 1243, 10087, 16645, 17227, 4295, 17406, 717, 8962, 15167, 14975, 14884, 12606, 15985, 6262, 14775, 17599, 5175, 12403, 358, 868, 1880, 7478, 17387, 12304, 7270, 7735, 12952, 14257, 2397, 16834, 5595, 5061, 6461, 15952, 4357, 6518, 11268, 12023, 5491, 7806, 16294, 10946, 2830, 10507, 1226, 11943, 4907, 14030, 11230, 3314, 2162, 6218, 12875, 9869, 12395, 11751, 6529, 2050, 10851, 9225, 7968, 4941, 685, 5473, 10555, 16048, 15168, 17804, 12468, 12314, 9145, 2358, 11353, 3201, 1948, 1350, 4838, 16159, 4744, 5545, 12466, 2527, 9795, 17805, 8930, 5137, 780, 1246, 1184, 3225, 8131, 15630, 8037, 945, 3944, 14850, 15339, 7748, 15504, 3594, 4734, 15750, 12353, 4261, 16528, 2298, 7375, 2710, 4352, 15790, 4260, 13670, 17615, 15840, 10707, 7895, 16560, 5180, 10622, 11520, 4183, 9772, 16184, 3142, 2264, 12099, 10849, 16093, 1756, 3384, 17435, 7265, 13628, 2314, 16117, 6301, 15805, 13998, 15226, 14269, 16137, 11677, 10700, 6786, 7579, 15386, 13120, 9055, 10073, 424, 15552, 10320, 2675, 5173, 15032, 6252, 10369, 8854, 11048, 6400, 16500, 11102, 8158, 6389, 8539, 1109, 3959, 5963, 12417, 13277, 8669, 12680, 13796, 4300, 7264, 75, 12473, 3541, 8986, 6749, 1225, 10288, 13404, 17520, 11337, 3926, 17777, 6234, 14635, 8433, 3779, 1887, 7539, 12894, 11119, 4168, 3725, 4521, 7073, 5585, 912, 1688, 14000, 3955, 17283, 6447, 14565, 11930, 17796, 12351, 9063, 16613, 7697, 7918, 1603, 16100, 2625, 14750, 14656, 10385, 3705, 13641, 346, 3171, 9831, 3763, 11190, 7982, 11814, 10852, 7507, 13504, 1351, 434, 10051, 17712, 11042, 4147, 15889, 15133, 1132, 3318, 17491, 16875, 4198, 12070, 1021, 16953, 16086, 7872, 17215, 15996, 16428, 17522, 16868, 12171, 5216, 1755, 12046, 13604, 4415, 5316, 6906, 12079, 13408, 12249, 12108, 4663, 2960, 6754, 6093, 8824, 3809, 11547, 14488, 5702, 11407, 259, 17702, 5895, 2169, 12601, 6359, 4259, 11114, 3308, 9071, 112, 9095, 9501, 16443, 15274, 15241, 14990, 12511, 17129, 1971, 15669, 10861, 3279, 6905, 2965, 15575, 17789, 17180, 13655, 2781, 11634, 4314, 8437, 621, 8932, 15129, 15136, 17067, 2928, 6665, 9595, 12508, 10121, 2317, 7081, 1096, 14543, 17756, 1282, 11556, 10508, 11281, 9131, 8329, 12281, 17786, 15106, 4629, 2479, 17515, 10804, 1732, 2371, 5086, 635, 11687, 4018, 8235, 12930, 7199, 10951, 12244, 7348, 16177, 1776, 3298, 10856, 12262, 7617, 1809, 12984, 5178, 8143, 15266, 4263, 2345, 4141, 678, 7475, 4956, 14928, 5130, 2939, 5710, 17079, 4505, 13334, 12958, 5255, 3070, 1675, 4257, 13756, 797, 17117, 16710, 7499, 6914, 5622, 2952, 3893, 6190, 16937, 15073, 16835, 1739, 7562, 3322, 4949, 4366, 4194, 12056, 16004, 12382, 6513, 15694, 3390, 9568, 11839, 7413, 3539, 16338, 482, 7353, 16166, 6322, 10654, 16051, 7123, 1004, 1232, 15997, 8628, 13997, 2743, 7122, 3534, 7940, 14766, 8721, 4600, 10297, 17102, 14631, 90, 10231, 12435, 14537, 7078, 9574, 12488, 9900, 12381, 14626, 4543, 8175, 1561, 2280, 13395, 1332, 13291, 6079, 10750, 12854, 4837, 15800, 3814, 16996, 9275, 16771, 4476, 13422, 9004, 8797, 13496, 9930, 11021, 12319, 7214, 4285, 14925, 4979, 12054, 5685, 14540, 14240, 4372, 10005, 14677, 15387, 5554, 13415, 1847, 6510, 245, 3443, 10541, 10366, 3296, 8173, 6103, 6390, 7900, 10015, 16589, 3517, 5257, 13273, 15831, 13581, 848, 2329, 2969, 8747, 16357, 1196, 11545, 88, 5892, 1393, 5795, 11415, 1923, 2254, 102, 3414, 3700, 15384, 9387, 9824, 2247, 5948, 17525, 12327, 4301, 12647, 5253, 14344, 9243, 16620, 7577, 12861, 13925, 12103, 9132, 3954, 9575, 14163, 14910, 4703, 9843, 1007, 408, 4433, 10968, 10891, 567, 16508, 2366, 96, 9104, 14533, 16239, 1112, 2236, 13645, 4361, 15473, 4131, 11953, 14114, 15720, 70, 9751, 13330, 7644, 17815, 6277, 891, 16378, 7336, 15577, 14112, 12695, 6437, 11704, 10911, 4351, 5530, 13584, 16496, 10947, 2274, 3597, 5174, 3780, 5953, 11058, 11620, 12860, 6204, 10532, 7532, 7845, 4037, 2763, 820, 2673, 490, 15154, 7881, 9707, 3165, 2143, 100, 11573, 14482, 4621, 10657, 3157, 3508, 12224, 12809, 4348, 719, 4144, 2259, 11911, 948, 11375, 10899, 17781, 1156, 9884, 7901, 12140, 17220, 15249, 17022, 16544, 976, 1738, 4310, 5301, 11670, 10727, 9863, 2912, 11191, 13276, 15954, 16258, 14101, 15778, 1237, 6662, 8120, 12762, 12057, 4874, 9921, 5004, 7401, 17622, 2177, 12321, 13028, 10624, 16841, 3397, 11627, 11222, 5105, 3089, 4229, 7287, 11927, 10495, 10114, 4191, 6558, 568, 8877, 12328, 15741, 6004, 6788, 6668, 9546, 10244, 12847, 9845, 4110, 9288, 3059, 14968, 10761, 2355, 4276, 16787, 15762, 14473, 5511, 9629, 14267, 4382, 12255, 4488, 11600, 14621, 14264, 15572, 10745, 13060, 13679, 11104, 2581, 3034, 15749, 16970, 82, 7034, 9627, 8501, 9537, 16228, 14222, 6267, 16814, 15415, 14732, 10370, 1012, 9996, 12264, 9278, 17656, 10064, 3815, 656, 16339, 15975, 3614, 1271, 12158, 1125, 6288, 12371, 17066, 11954, 14205, 10079, 8586, 8417, 5013, 9120, 9902, 15203, 13729, 2716, 7501, 3777, 15361, 12275, 14582, 12603, 5553, 584, 4316, 3020, 611, 9080, 12976, 12888, 8382]",11
93,A Shipping,93,"[4334, 16232, 92, 11888, 3837, 8637, 1265, 16590, 785, 2935, 17830, 17632, 6077, 6979, 13655, 2292, 9957, 2106, 9586]",25
94,A T C Tecnoval Sociedad Anonima,94,"[4043, 1421, 7356, 10874, 15738, 14620, 10921, 15709, 10429, 10431, 3415, 7160, 2190, 3570, 2319, 1514, 10766, 6637, 392, 2038]",13
95,"A Taka Paint (Foshan) Co., Ltd.",95,"[11536, 10752, 14334, 3437, 5768, 1453, 11774, 488, 354]",11
96,A To Z Textile Mills Ltd.,96,"[10914, 15956, 12568, 1327, 15488, 15722, 6355, 10186, 14347, 10003, 15757, 15030]",16
97,"A Value Co., Ltd.",97,"[16943, 665, 10287, 1453, 3534, 801, 6297, 9445, 3484, 1206]",12
98,A W Baxter Ghana Ltd.,98,"[5747, 7149]",10
99,A& B Rahma Imp. & Exp. Ltd.,99,"[13374, 4780, 7923, 70, 15905, 13851, 8077, 14953, 4215, 13459, 5573, 4226, 688, 16552, 17742, 3630, 13514, 9247, 7871, 17451, 12587, 8796, 13927]",15
100,A&B Rahma Imp. & Exp. Ltd.,100,"[546, 3644, 3803, 5745, 13860, 8422, 7306, 17743, 12727, 9247, 2390, 7694, 13710, 10602, 14953, 688, 13167, 16643, 4313, 17749, 13385, 8912, 12870, 70, 13514]",15
101,A&R,101,"[9410, 16952, 12496, 15326, 4198, 11882, 8211, 1781, 10295, 5909, 17395, 17371, 12565, 2916, 13276, 5686, 14917, 8209, 11925, 11077, 9350, 14240, 6474, 610, 17318, 1867, 7923, 4319, 14452, 5695, 13179, 14292, 10425, 15044, 15072, 4733, 17370, 6629, 17832, 17347, 10624, 9596, 9879, 14020, 69, 17379, 14450, 8316, 1945, 13921, 15953, 14791, 2608, 562, 12984, 4479, 594, 66, 7029, 10855, 3644, 6364, 17049, 110, 7242, 1841, 17524, 11369, 9891, 11749, 4470, 17304, 5660, 17331, 14453, 5564, 2658, 17336, 8364, 12952, 14079, 11988, 8477, 3908, 2184, 6351, 7028, 7064, 9639, 17589, 6273, 6707, 17072, 9912, 2729, 11799, 3636, 9739, 1688, 4028, 5655, 3360, 6484, 13155, 13174, 11900, 1618, 5567, 12701, 6391, 6690, 5288, 4613, 14790, 11412, 6530, 637, 12315, 5584, 13710, 5820, 15282, 1685, 3501, 4901, 13939, 5209, 1600, 14449, 14180, 12948, 6036, 17450, 8174, 8479, 4339, 4384, 17762, 12640, 17066, 17109, 12572, 6482, 314, 5055, 10198, 12259, 4391, 7942, 1142, 8694, 5832, 8125, 5635, 15174, 12020, 118, 16201, 10183, 4379, 1305, 17715, 12402, 16723, 2764, 2390, 12828, 8957, 4781, 5870, 3767, 911, 6412, 17531, 4314, 8056, 17362, 13834, 4362, 8037, 10608, 5283, 14224, 5876, 6834, 4255, 8657, 15920, 6985, 14627, 14124, 7448, 2645, 15980, 13678, 9884, 11540, 13459, 14997, 4111, 17573, 8695, 17783, 17536, 13495, 16842, 6841, 7231, 6480, 6515, 17016, 11456, 13893, 7043, 15984, 7609, 14433, 10261, 4736, 4297, 9906, 7983]",15
102,A&T International Logistics Ltd.,102,"[2387, 3976, 15971, 6932, 11179, 9469, 9091, 12256, 2508, 12450, 15047, 10271, 16640, 1371, 2858, 12267, 12264, 2390, 7751, 17206, 16692, 7960, 5042, 12398, 4594, 17571, 101, 13932, 11539, 1124, 11378, 5619, 17250, 17083, 16694, 2867, 2859, 14032, 4309, 14199, 5217, 6930, 10767, 16696, 5593, 12320, 2916, 10084, 2151, 16693, 17350, 14065, 16234, 5296, 12366, 5310, 11070, 48, 877]",12
103,A. B. Exp. (Pvt) Ltd.,103,"[13914, 7916, 5747, 198, 5309, 4313, 5205, 2696, 4748, 1863, 9639, 4319, 12174, 4297, 2709, 2910, 16009, 14091, 6046, 12984, 6366, 12521, 2701, 4209, 7349, 4339, 14191, 10598, 5697, 237, 3501, 17332, 9867, 2694, 6512, 8847, 10599, 14273, 6640, 13094, 15292, 10060, 13958, 17362, 8718, 13921, 16916, 99, 17537, 7298, 16952, 3219, 17111, 9664, 8160, 1479, 193, 4746, 7362, 1104]",15
104,A. Hartrodt (Usa.) Inc. As Agent,104,"[262, 16616, 7021, 9216, 10921, 13167, 6578, 3644, 15477, 8189]",12
105,A. Lava & Son Co.,105,"[70, 8817, 118, 3841, 1453, 11120, 9247, 92]",15
106,A. N. Deringer Inc.,106,"[5456, 7213, 962, 11901, 15627, 7579, 17195, 1893, 4736, 92, 16237, 16239, 11050, 13639]",6
107,A. Schulman De Mexico S.A. De C.V.,107,"[9662, 3568, 10243, 1700, 15658, 12857, 7764, 14689, 11058, 3087, 200, 16754, 5937, 5580, 4510, 7143, 8439, 2094, 13597, 13587, 13462, 15611, 16235, 3262, 2260, 5856, 12597, 9312, 16217, 947, 16961, 7105, 15243, 4917, 9404, 13453, 1645, 302]",6
108,A. Schuth Gmb H,108,[92],26
109,A. WESTENSEE & PARTNER ROHSTOFF GMBH,109,"[7175, 11331, 3097, 144, 6130, 15201, 16702, 2431, 170, 15437, 3661, 13261, 2445, 11154, 5782, 6520, 6229, 10682, 7193, 15453, 10841, 11145, 15438, 153, 9111, 2569, 175, 8254, 7196, 13743, 4575, 10273, 13218, 7180, 4567, 16956, 4886, 16140, 13248, 7275, 15443, 2089, 165, 16128, 3090, 11592, 11155, 2444, 17849, 4484, 17854, 17843, 149, 2141, 777, 11357, 8948, 8252, 13241, 1519, 3653, 10683, 12005, 8454, 11118, 14287, 10846, 16942, 11156, 1538, 17900, 16940, 5780, 10837, 10094, 16705, 5163, 9268, 7730, 7169, 15794, 1433, 14744, 15686, 7177, 6847, 17863, 15678, 8670, 14524, 2048, 133, 11591, 12531, 6131, 10545, 10832, 7776, 16312, 7178, 11128, 11723, 17267, 2461, 17851, 15458, 18010, 14743, 3921, 14523, 8152, 8265, 15454]",4
110,A. Walecka & Son Storage Warehouse,110,"[7252, 4464, 16255, 2390, 7720, 4657, 12592, 6626, 92, 101, 15190, 801, 544, 16635, 471, 2171, 8181, 8445, 11521, 14661, 15047, 15416, 14609, 3841, 9019, 10804]",15
111,A.A.Industries,111,"[7514, 12162, 1606, 3617, 8814, 9670, 11801, 3882, 4451, 14297, 13877, 4633, 16516, 13736, 1410, 17200, 15609, 15121, 3931, 8317, 4946, 3033, 11021, 9085, 14253, 12248, 6004, 841, 17827, 17602, 14545, 4533, 9247, 12088, 13683, 12404, 13923, 1005, 4528, 11701, 9384, 9394, 2257, 7852, 14173, 847, 8290, 15563, 11024, 464, 11005, 6597, 8407, 4810, 11971, 6680, 8883, 10757, 6902, 10810, 2667, 5911, 15365, 7534, 10754, 16345, 8180, 17809, 16481, 10186, 15639, 5683, 11830, 6050, 5601, 8311, 15215, 4463, 3768, 17609, 15123, 12867, 12485, 5469, 5170, 7228, 853, 5241, 15252, 9135, 8537, 10932, 7689, 10421, 3445, 11282, 6834, 8793, 12281, 7911, 4113, 13730, 12014, 16535, 15217, 8633, 12502, 2506, 14332, 14443, 17494, 6198, 8794, 13201, 15148, 7138, 1261, 1998, 6308, 4493, 5896, 14229, 13160, 2999, 7444, 3741, 8741, 11280, 17694, 15706, 10396, 10988]",18
112,A.B.Rubber Mill,112,"[1005, 7656, 74, 11588, 1269, 14090, 14419, 1583, 15671, 994, 15830, 15423, 10264, 13505, 7113, 1692, 1244, 2775, 14525, 8814, 10438, 15475, 946, 2507, 4228, 7388, 10003, 8854, 6556, 10396, 9933, 10267, 2057]",11
113,A.C.T. Logistics Inc.,113,"[4463, 16469, 7751, 17206, 714, 6133, 2661, 2394, 13041, 964, 12856, 8406, 2288, 13911, 3479, 7368, 9604, 7223, 1922, 15416, 1923, 496, 10869, 2585, 526, 11074, 10218, 12274, 2318, 15962, 2137, 6727, 4174, 5142, 2476, 3138, 3687, 17410, 16695, 2139, 7995, 10887, 12300, 11079, 17364, 12391, 10910, 13379, 2403, 6596, 10687, 12407, 3194, 10538, 48, 13015, 5068, 11398, 11919, 2985, 16638, 13915, 16542, 12278, 13437, 13564, 11120, 2151, 14433, 864, 12264, 14596, 7198, 9037, 17329, 2859, 16208, 12370, 11996, 7225, 865, 4625, 17237, 17252, 6010, 14065, 8363, 2579, 11237, 14031, 4349, 11845, 849, 2153, 11266]",12
114,A.E.D Cohen Inc.,114,"[2257, 16641, 3072, 15459, 3133]",6
115,"A.G. India Retail Pvt., Ltd.",115,"[2937, 8445, 3621, 5768, 7391, 199, 10534, 495, 12808, 1756]",14
116,A.J. Trucco Inc.,116,"[3133, 16343]",6
117,A.K.Enterprise,117,"[9227, 12092, 16717, 12422, 17418, 2773, 3822, 12625, 16418, 4920, 4918, 13898, 9685, 354, 4346, 17585, 15585, 14041, 4027, 6470, 14395, 4585, 1683, 17157, 10750, 7894, 10296, 3428, 12717, 12917, 14406, 16971, 8062, 15179, 16343, 2554, 1983, 14387, 4880, 179, 13197, 6746, 11163, 9276, 15987, 2122, 6351, 1822, 15886, 10849, 8231]",19
